model_name,macro_f1,weighted_f1,negative_recall,balanced_accuracy,cv_macro_f1_mean,cv_macro_f1_std,cv_stability_raw,training_seconds,inference_seconds,inference_samples_per_second,model_size_mb,model_size_efficiency_raw,artifact_path,selection_split,macro_f1_component,negative_recall_component,cv_stability_component,inference_speed_component,deployment_size_component,champion_score
sentiment_word_char_logistic,0.7335196335148337,0.7545979991273293,0.8571428571428571,0.7298382943660521,0.7262636784073818,0.013233598272558487,0.9867664017274416,0.24160359999950742,0.03560939999806578,5082.927541880275,0.3776893615722656,2.6476784938742943,D:\tobapulse\models\sentiment_word_char_logistic.joblib,validation,1.0,1.0,0.9728106697400305,0.0,0.0,0.7959216004610046
sentiment_svm,0.7228747203579419,0.7408784159590641,0.8285714285714286,0.711903045284444,0.7012830438278961,0.012365697989457154,0.9876343020105428,0.03176750000056927,0.008069899999100016,22429.02638448875,0.04632568359375,21.586297760210805,D:\tobapulse\models\sentiment_svm.joblib,validation,0.41586791566497716,0.0,1.0,0.5762377547157324,1.0,0.49476433752081295
sentiment_logistic,0.7152961641277514,0.7299111173014325,0.8428571428571429,0.7029663199093624,0.7036638159462042,0.044286318129889306,0.9557136818701107,0.04402390000177547,0.005144200000358978,35185.25718039137,0.046436309814453125,21.534872258276515,D:\tobapulse\models\sentiment_logistic.joblib,validation,0.0,0.5,0.0,1.0,0.9972846224314937,0.2997284622431494
